ID,Character,Gender,Alive,Title,Forename,Surname,Old Surname,Alias,Book,Page,Chapter Name,POV
2118,Humfrey Stone,M,A,,Humfrey,Stone,,,A Dance with Dragons,1014,Appendix,N/A
2119,Will Cole,M,A,,Will,Cole,,,A Dance with Dragons,1014,Appendix,N/A
2120,Lorimas Mudd,M,A,,Lorimas,Mudd,,,A Dance with Dragons,1014,Appendix,N/A
2121,Jon Lothston,M,A,,Jon,Lothston,,,A Dance with Dragons,1014,Appendix,N/A
2122,Duncan Strong,M,A,,Duncan,Strong,,,A Dance with Dragons,1014,Appendix,N/A
2123,Denys Strong,M,A,,Denys,Strong,,,A Dance with Dragons,1014,Appendix,N/A
2124,Chains,M,A,,Chains,,,,A Dance with Dragons,1014,Appendix,N/A
2125,"John Mudd, Young John Mudd",M,A,,John,Mudd,,Young John Mudd,A Dance with Dragons,1014,Appendix,N/A
2126,Uhlan,M,A,,Uhlan,,,,A Dance with Dragons,1015,Appendix,N/A
2127,"Ser Arlan, Of Pennytree",M,H,Ser,Arlan,,,Of Pennytree,The Hedge Knight,575,N/A,Dunk
2128,Lord Pearse Caron,M,H,Lord,Pearse,Caron,,,The Hedge Knight,580,N/A,Dunk
2129,Ser Lyonel Baratheon,M,H,Ser,Lyonel,Baratheon,,,The Hedge Knight,580,N/A,Dunk
2130,"Ser Otho Bracken, The Brute of Bracken",M,H,Ser,Otho,Bracken,,The Brute of Bracken,The Hedge Knight,580,N/A,Dunk
2131,Lord Quentyn Blackwood,M,H,Lord,Quentyn,Blackwood,,,The Hedge Knight,580,N/A,Dunk
2132,"Pate, Steely Pate",M,H,,Pate,,,Steely Pate,The Hedge Knight,583,N/A,Dunk
2133,Plummer,M,H,,Plummer,,,,The Hedge Knight,588,N/A,Dunk
2134,Lord Ashford,M,H,Lord,,Ashford,,,The Hedge Knight,590,N/A,Dunk
2135,Ser Manfred Dondarrion,M,H,Ser,Manfred,Dondarrion,,,The Hedge Knight,590,N/A,Dunk
2136,"Prince Valarr Targaryen, The Young Prince",M,H,Prince,Valarr,Targaryen,,The Young Prince,The Hedge Knight,592,N/A,Dunk
2137,"Prince Matarys Targaryen, The Even Younger Prince",M,H,Prince,Matarys,Targaryen,,The Even Younger Prince,The Hedge Knight,592,N/A,Dunk
2138,Lord Gawen Swann,M,H,Lord,Gawen,Swann,,,The Hedge Knight,592,N/A,Dunk
2139,Henly,M,H,,Henly,,,,The Hedge Knight,592,N/A,Dunk
2140,"Ser Roland Crakehall, Of the Kingsguard",M,H,Ser,Roland,Crakehall,,Of the Kingsguard,The Hedge Knight,593,N/A,Dunk
2141,Lady Ashford,F,H,Lady,,Ashford,,,The Hedge Knight,593,N/A,Dunk
2142,"Lord Florent, Blind Lord Florent",M,H,Lord,,Florent,,Blind Lord Florent,The Hedge Knight,595,N/A,Dunk
2143,Ser Steffon Fossoway,M,H,Ser,Steffon,Fossoway,,,The Hedge Knight,596,N/A,Dunk
2144,Ser Grance Morrigen,M,H,Ser,Grance,Morrigen,,,The Hedge Knight,596,N/A,Dunk
2145,Raymun Fossoway,M,H,,Raymun,Fossoway,,,The Hedge Knight,596,N/A,Dunk
2146,"Lord Dondarrion, The First Lord Dondarrion",M,H,Lord,,Dondarrion,,The First Lord Dondarrion,The Hedge Knight,600,N/A,Dunk
2147,Prince Rhaegel Targaryen,M,H,Prince,Rhaegel,Targaryen,,,The Hedge Knight,601,N/A,Dunk
2148,"Lord Stokeworth, At Ashford",M,H,Lord,,Stokeworth,,At Ashford,The Hedge Knight,602,N/A,Dunk
2149,The Bastard of Harrenhal,M,H,,,,,The Bastard of Harrenhal,The Hedge Knight,602,N/A,Dunk
2150,"Lord Damon Lannister, The Grey Lion",M,H,Lord,Damon,Lannister,,The Grey Lion,The Hedge Knight,602,N/A,Dunk
2151,Lord Baratheon,M,H,Lord,,Baratheon,,,The Hedge Knight,603,N/A,Dunk
2152,"Tanselle, Tanselle Too-Tall",F,H,,Tanselle,,,Tanselle Too-Tall,The Hedge Knight,606,N/A,Dunk
2153,Androw Ashford,M,H,,Androw,Ashford,,,The Hedge Knight,607,N/A,Dunk
2154,Robert Ashford,M,H,,Robert,Ashford,,,The Hedge Knight,607,N/A,Dunk
2155,Ser Humfrey Hardyng,M,H,Ser,Humfrey,Hardyng,,,The Hedge Knight,607,N/A,Dunk
2156,"Lord Arryn, At Ashford",M,H,Lord,,Arryn,,At Ashford,The Hedge Knight,608,N/A,Dunk
2157,"Lord Royce, At Ashford",M,H,Lord,,Royce,,At Ashford,The Hedge Knight,608,N/A,Dunk
2158,Ser Tybolt Lannister,M,H,Ser,Tybolt,Lannister,,,The Hedge Knight,608,N/A,Dunk
2159,Lord Medgar Tully,M,H,Lord,Medgar,Tully,,,The Hedge Knight,608,N/A,Dunk
2160,Ser Abelar Hightower,M,H,Ser,Abelar,Hightower,,,The Hedge Knight,608,N/A,Dunk
2161,Ser Joseth Mallister,M,H,Ser,Joseth,Mallister,,,The Hedge Knight,611,N/A,Dunk
2162,Ser Humfrey Beesbury,M,H,Ser,Humfrey,Beesbury,,,The Hedge Knight,612,N/A,Dunk
2163,Ser Robyn Rhysling,M,H,Ser,Robyn,Rhysling,,,The Hedge Knight,613,N/A,Dunk
2164,Wate,M,H,,Wate,,,,The Hedge Knight,620,N/A,Dunk
2165,Yorkel,M,H,,Yorkel,,,,The Hedge Knight,622,N/A,Dunk
2166,Maester Yormwell,M,H,Maester,Yormwell,,,,The Hedge Knight,630,N/A,Dunk
2167,"Robin, Black Robin",M,H,,Robin,,,Black Robin,The Sworn Sword,122,N/A,Dunk
2168,"Ser Eustace Osgrey, Useless",M,H,Ser,Eustace,Osgrey,,Useless,The Sworn Sword,125,N/A,Dunk
2169,"Ser Bennis, Of the Brown Shield",M,H,Ser,Bennis,,,Of the Brown Shield,The Sworn Sword,125,N/A,Dunk
2170,"Pate, Pinchbottom Pate",M,H,,Pate,,,Pinchbottom Pate,The Sworn Sword,126,N/A,Dunk
2171,"Lady Rohanne Webber, The Red Widow",F,H,Lady,Rohanne,Webber,,The Red Widow,The Sworn Sword,129,N/A,Dunk
2172,"Sam Stoops, Old Sam Stoops",M,H,,Sam,Stoops,,Old Sam Stoops,The Sworn Sword,129,N/A,Dunk
2173,"Dake, Of Standfast",M,H,,Dake,,,Of Standfast,The Sworn Sword,129,N/A,Dunk
2174,Maester Cerrick,M,H,Maester,Cerrick,,,,The Sworn Sword,130,N/A,Dunk
2175,Jorgen,M,H,,Jorgen,,,,The Sworn Sword,132,N/A,Dunk
2176,"Jeyne, Squinty Jeyne",F,H,,Jeyne,,,Squinty Jeyne,The Sworn Sword,133,N/A,Dunk
2177,Ser Edwyn Osgrey,M,H,Ser,Edwyn,Osgrey,,,The Sworn Sword,135,N/A,Dunk
2178,Ser Harrold Osgrey,M,H,Ser,Harrold,Osgrey,,,The Sworn Sword,135,N/A,Dunk
2179,Addam Osgrey,M,H,,Addam,Osgrey,,,The Sworn Sword,135,N/A,Dunk
2180,"Ser Wilbert Osgrey, Little Lion",M,H,Ser,Wilbert,Osgrey,,Little Lion,The Sworn Sword,136,N/A,Dunk
2181,King Lancel IV Lannister,M,H,King,Lancel,Lannister,,,The Sworn Sword,137,N/A,Dunk
2182,King Lancel V Lannister,M,H,King,Lancel,Lannister,,,The Sworn Sword,137,N/A,Dunk
2183,King Gyles III Gardener,M,H,King,Gyles,Gardener,,,The Sworn Sword,137,N/A,Dunk
2184,Alysanne Osgrey,F,H,,Alysanne,Osgrey,,,The Sworn Sword,138,N/A,Dunk
2185,Ser Wendell Webber,M,H,Ser,Wendell,Webber,,,The Sworn Sword,140,N/A,Dunk
2186,Lord Wyman Webber,M,H,Lord,Wyman,Webber,,,The Sworn Sword,140,N/A,Dunk
2187,Mudge,F,H,,Mudge,,,,The Sworn Sword,140,N/A,Dunk
2188,"Lem, Of Standfast",M,H,,Lem,,,Of Standfast,The Sworn Sword,143,N/A,Dunk
2189,"Pate, Of Standfast",M,H,,Pate,,,Of Standfast,The Sworn Sword,143,N/A,Dunk
2190,"Rob, Big Rob",M,H,,Rob,,,Big Rob,The Sworn Sword,143,N/A,Dunk
2191,Will Barleycorn,M,H,,Will,Barleycorn,,,The Sworn Sword,143,N/A,Dunk
2192,Wat Barleycorn,M,H,,Wat,Barleycorn,,,The Sworn Sword,143,N/A,Dunk
2193,"Will, Treb",M,H,,Will,,,Treb,The Sworn Sword,144,N/A,Dunk
2194,"Wat, Wet Wat",M,H,,Wat,,,Wet Wat,The Sworn Sword,145,N/A,Dunk
2195,"Roger, Of Pennytree",M,H,,Roger,,,Of Pennytree,The Sworn Sword,148,N/A,Dunk
2196,"Lord Perwyn Osgrey, The Proud",M,H,Lord,Perwyn,Osgrey,,The Proud,The Sworn Sword,156,N/A,Dunk
2197,Lord Ormond Osgrey,M,H,Lord,Ormond,Osgrey,,,The Sworn Sword,156,N/A,Dunk
2198,Lord Reynard Webber,M,H,Lord,Reynard,Webber,,,The Sworn Sword,156,N/A,Dunk
2199,"Ser Lucas Inchfield, Longinch",M,H,Ser,Lucas,Inchfield,,Longinch,The Sworn Sword,156,N/A,Dunk
2200,Lady Cassella Vaith,F,H,Lady,Cassella,Vaith,,,The Sworn Sword,158,N/A,Dunk
2201,Princess Rhae Targaryen,F,H,Princess,Rhae,Targaryen,,,The Sworn Sword,159,N/A,Dunk
2202,"Princess Daella Targaryen, Daughter of Maekar I",F,H,Princess,Daella,Targaryen,,Daughter of Maekar I,The Sworn Sword,159,N/A,Dunk
2203,Lord Hayford,M,H,Lord,,Hayford,,,The Sworn Sword,163,N/A,Dunk
2204,Lord Ambrose Butterwell,M,H,Lord,Ambrose,Butterwell,,,The Sworn Sword,164,N/A,Dunk
2205,Lord Donnel Arryn,M,H,Lord,Donnel,Arryn,,,The Sworn Sword,164,N/A,Dunk
2206,"Wyl Waynwood, Wild Wyl",M,H,,Wyl,Waynwood,,Wild Wyl,The Sworn Sword,164,N/A,Dunk
2207,Ser Gwayne Corbray,M,H,Ser,Gwayne,Corbray,,,The Sworn Sword,164,N/A,Dunk
2208,Septon Sefton,M,H,Septon,Sefton,,,,The Sworn Sword,170,N/A,Dunk
2209,Lady Helicent Webber,F,H,Lady,Helicent,Webber,,,The Sworn Sword,173,N/A,Dunk
2210,"Lord Farman, In the Dance of the Dragons",M,H,Lord,,Farman,,In the Dance of the Dragons,The Sworn Sword,178,N/A,Dunk
2211,"Lord Bracken, During King Daeron II's reign",M,H,Lord,,Bracken,,During King Daeron II's reign,The Sworn Sword,178,N/A,Dunk
2212,"Lord Tully, During King Aerys I's reign",M,H,Lord,,Tully,,During King Aerys I's reign,The Sworn Sword,179,N/A,Dunk
2213,Queen Aelinor Targaryen (Penrose),F,H,Queen,Aelinor,Targaryen,Penrose,,The Sworn Sword,179,N/A,Dunk
2214,Ser Rolland Uffering,M,H,Ser,Rolland,Uffering,,,The Sworn Sword,180,N/A,Dunk
2215,Ser Simon Staunton,M,H,Ser,Simon,Staunton,,,The Sworn Sword,180,N/A,Dunk
2216,Ser Cleyton Caswell,M,H,Ser,Cleyton,Caswell,,,The Sworn Sword,181,N/A,Dunk
2217,Ser Simon Leygood,M,H,Ser,Simon,Leygood,,,The Sworn Sword,181,N/A,Dunk
2218,Ser Gerold Lannister,M,H,Ser,Gerold,Lannister,,,The Sworn Sword,181,N/A,Dunk
2219,"Ser Quentyn Ball, Fireball",M,H,Ser,Quentyn,Ball,,Fireball,The Sworn Sword,199,N/A,Dunk
2220,Manfred Lothston,M,H,,Manfred,Lothston,,,The Sworn Sword,200,N/A,Dunk
2221,Quickfinger,M,H,,,,,Quickfinger,The Sworn Sword,200,N/A,Dunk
2222,Ser Ulrick Dayne,M,H,Ser,Ulrick,Dayne,,,The Sworn Sword,201,N/A,Dunk
2223,Ser Robb Reyne,M,H,Ser,Robb,Reyne,,,The Sworn Sword,201,N/A,Dunk
2224,"Ser Gareth, The Grey",M,H,Ser,Gareth,,,The Grey,The Sworn Sword,201,N/A,Dunk
2225,Ser Aubrey Ambrose,M,H,Ser,Aubrey,Ambrose,,,The Sworn Sword,201,N/A,Dunk
2226,Lord Gormon Peake,M,H,Lord,Gormon,Peake,,,The Sworn Sword,201,N/A,Dunk
2227,"Byren Flowers, Black Byren",M,H,,Byren,Flowers,,Black Byren,The Sworn Sword,201,N/A,Dunk
2228,"Ser Redtusk, Redtusk",M,H,Ser,Redtusk,,,Redtusk,The Sworn Sword,201,N/A,Dunk
2229,Lord Stackhouse,M,H,Lord,,Stackhouse,,,The Sworn Sword,218,N/A,Dunk
2230,Ser Clifford Corklyn,M,H,Ser,Clifford,Corklyn,,,The Sworn Sword,218,N/A,Dunk
2231,Ferret,M,H,,Ferret,,,,The Mystery Knight,236,N/A,Dunk
2232,Rafe,M,H,,Rafe,,,,The Mystery Knight,236,N/A,Dunk
2233,Pudding,M,H,,Pudding,,,,The Mystery Knight,236,N/A,Dunk
2234,Lord Alyn Cockshaw,M,H,Lord,Alyn,Cockshaw,,,The Mystery Knight,242,N/A,Dunk
2235,"Daemon II Blackfyre, Ser John the Fiddler, Daemon the Younger",M,H,,Daemon,Blackfyre,,"Ser John the Fiddler, Daemon the Younger",The Mystery Knight,244,N/A,Dunk
2236,Ned,M,H,,Ned,,,,The Mystery Knight,249,N/A,Dunk
2237,Lord Shawney,M,H,Lord,,Shawney,,,The Mystery Knight,249,N/A,Dunk
2238,Lord Costayne,M,H,Lord,,Costayne,,,The Mystery Knight,249,N/A,Dunk
2239,"Ser Kyle, The Cat of the Misty Moor",M,H,Ser,Kyle,,,The Cat of the Misty Moor,The Mystery Knight,251,N/A,Dunk
2240,Ser Glendon Ball,M,H,Ser,Glendon,Ball,,,The Mystery Knight,251,N/A,Dunk
2241,Ser Maynard Plumm,M,H,Ser,Maynard,Plumm,,,The Mystery Knight,251,N/A,Dunk
2242,Ser Morgan Dunstable,M,H,Ser,Morgan,Dunstable,,,The Mystery Knight,253,N/A,Dunk
2243,Lord Joffrey Caswell,M,H,Lord,Joffrey,Caswell,,,The Mystery Knight,254,N/A,Dunk
2244,Lord Armond Caswell,M,H,Lord,Armond,Caswell,,,The Mystery Knight,257,N/A,Dunk
2245,Maester Melaquin,M,H,Maester,Melaquin,,,,The Mystery Knight,259,N/A,Dunk
2246,Lord Smallwood,M,H,Lord,,Smallwood,,,The Mystery Knight,259,N/A,Dunk
2247,Lady Smallwood,F,H,Lady,,Smallwood,,,The Mystery Knight,259,N/A,Dunk
2248,Ser William Wylde,M,H,Ser,William,Wylde,,,The Mystery Knight,262,N/A,Dunk
2249,"Lord Lefford, During the First Blackfyre Rebellion",M,H,Lord,,Lefford,,During the First Blackfyre Rebellion,The Mystery Knight,262,N/A,Dunk
2250,Lady Penrose,F,H,Lady,,Penrose,,,The Mystery Knight,262,N/A,Dunk
2251,Ser Kirby Pimm,M,H,Ser,Kirby,Pimm,,,The Mystery Knight,263,N/A,Dunk
2252,Lord Vyrwell,M,H,Lord,,Vyrwell,,,The Mystery Knight,266,N/A,Dunk
2253,"Ser Buford Bulmer, Also named Theomore",M,H,Ser,Buford,Bulmer,,Also named Theomore,The Mystery Knight,266,N/A,Dunk
2254,Ser Uthor Underleaf,M,H,Ser,Uthor,Underleaf,,,The Mystery Knight,267,N/A,Dunk
2255,"Lord Frey, Father of Lord Walder Frey",M,H,Lord,,Frey,,Father of Lord Walder Frey,The Mystery Knight,268,N/A,Dunk
2256,Lord Risley,M,H,Lord,,Risley,,,The Mystery Knight,268,N/A,Dunk
2257,Lord Leo Longthorn,M,H,Lord,Leo,Longthorn,,,The Mystery Knight,270,N/A,Dunk
2258,Ser Franklyn Frey,M,H,Ser,Franklyn,Frey,,,The Mystery Knight,271,N/A,Dunk
2259,Ser Lucas Nayland,M,H,Ser,Lucas,Nayland,,,The Mystery Knight,271,N/A,Dunk
2260,Ser Mortimer Boggs,M,H,Ser,Mortimer,Boggs,,,The Mystery Knight,271,N/A,Dunk
2261,"Ser Galtry, The Green",M,H,Ser,Galtry,,,The Green,The Mystery Knight,271,N/A,Dunk
2262,"Ser Tommard Heddle, Black Tom Heddle",M,H,Ser,Tommard,Heddle,,Black Tom Heddle,The Mystery Knight,271,N/A,Dunk
2263,Lady Vyrwell,F,H,Lady,,Vyrwell,,,The Mystery Knight,274,N/A,Dunk
2264,Lord Sunderland,M,H,Lord,,Sunderland,,,The Mystery Knight,288,N/A,Dunk
2265,Ser Addam Frey,M,H,Ser,Addam,Frey,,,The Mystery Knight,289,N/A,Dunk
2266,Ser Mallor,M,H,Ser,Mallor,,,,The Mystery Knight,289,N/A,Dunk
2267,Cosgrove,M,H,,Cosgrove,,,,The Mystery Knight,289,N/A,Dunk
2268,Ser Harbert Paege,M,H,Ser,Harbert,Paege,,,The Mystery Knight,290,N/A,Dunk
2269,"Ser Argrave, The Defiant",M,H,Ser,Argrave,,,The Defiant,The Mystery Knight,291,N/A,Dunk
2270,Ser Eden Risley,M,H,Ser,Eden,Risley,,,The Mystery Knight,299,N/A,Dunk
2271,"Will, Ser Uthor's squire",M,H,,Will,,,Ser Uthor's squire,The Mystery Knight,306,N/A,Dunk
2272,"Jenny, Penny Jenny",F,H,,Jenny,,,Penny Jenny,The Mystery Knight,310,N/A,Dunk
2273,Ser Clarence Charlton,M,H,Ser,Clarence,Charlton,,,The Mystery Knight,316,N/A,Dunk
2274,Maester Lothar,M,H,Maester,Lothar,,,,The Mystery Knight,327,N/A,Dunk
2275,"Lord Mooton, During the Second Blackfyre Rebellion",M,H,Lord,,Mooton,,During the Second Blackfyre Rebellion,The Mystery Knight,348,N/A,Dunk
2276,"Lord Blackwood, During the Second Blackfyre Rebellion",M,H,Lord,,Blackwood,,During the Second Blackfyre Rebellion,The Mystery Knight,348,N/A,Dunk
2277,"Lord Darklyn, During the Second Blackfyre Rebellion",M,H,Lord,,Darklyn,,During the Second Blackfyre Rebellion,The Mystery Knight,348,N/A,Dunk
2278,Haegon Blackfyre,M,H,,Haegon,Blackfyre,,,The Mystery Knight,355,N/A,Dunk
2279,Archmaester Gyldayn,M,H,Archmaester,Gyldayn,,,,The Princess and the Queen,703,N/A,Archmaester Gyldayn
2280,Queen Alicent Targaryen (Hightower),F,H,Queen,Alicent,Targaryen,Hightower,,The Princess and the Queen,704,N/A,Archmaester Gyldayn
2281,Ser Rickard Thorne,M,H,Ser,Rickard,Thorne,,,The Princess and the Queen,704,N/A,Archmaester Gyldayn
2282,Ser Steffon Darklyn,M,H,Ser,Steffon,Darklyn,,,The Princess and the Queen,704,N/A,Archmaester Gyldayn
2283,Ser Willis Fell,M,H,Ser,Willis,Fell,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2284,Ser Lorent Marbrand,M,H,Ser,Lorent,Marbrand,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2285,Grand Maester Orwyle,M,H,Grand Maester,Orwyle,,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2286,Lord Lyman Beesbury,M,H,Lord,Lyman,Beesbury,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2287,Ser Tyland Lannister,M,H,Ser,Tyland,Lannister,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2288,"Lord Larys Strong, Clubfoot",M,H,Lord,Larys,Strong,,Clubfoot,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2289,"Lord Jasper Wylde, Ironrod",M,H,Lord,Jasper,Wylde,,Ironrod,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2290,Septon Eustace,M,H,Septon,Eustace,,,,The Princess and the Queen,705,N/A,Archmaester Gyldayn
2291,"Prince Baelon Targaryen, Son of Jaehaerys I",M,H,Prince,Baelon,Targaryen,,Son of Jaehaerys I,The Princess and the Queen,706,N/A,Archmaester Gyldayn
2292,"Princess Rhaenys Velaryon (Targaryen), Daughter of Aemon, The Queen Who Never Was",F,H,Princess,Rhaenys,Velaryon,Targaryen,"Daughter of Aemon, The Queen Who Never Was",The Princess and the Queen,706,N/A,Archmaester Gyldayn
2293,Prince Daemon Targaryen,M,H,Prince,Daemon,Targaryen,,,The Princess and the Queen,706,N/A,Archmaester Gyldayn
2294,Princess Helaena Targaryen,F,H,Princess,Helaena,Targaryen,,,The Princess and the Queen,706,N/A,Archmaester Gyldayn
2295,"Prince Aemond Targaryen, One-Eye",M,H,Prince,Aemond,Targaryen,,One-Eye,The Princess and the Queen,706,N/A,Archmaester Gyldayn
2296,Ser Laenor Velaryon,M,H,Ser,Laenor,Velaryon,,,The Princess and the Queen,706,N/A,Archmaester Gyldayn
2297,"Prince Daeron Targaryen, Son of Viserys I",M,H,Prince,Daeron,Targaryen,,Son of Viserys I,The Princess and the Queen,707,N/A,Archmaester Gyldayn
2298,"Lord Dalton Greyjoy, The Red Kraken",M,H,Lord,Dalton,Greyjoy,,The Red Kraken,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2299,Lady Laena Velaryon,F,H,Lady,Laena,Velaryon,,,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2300,"Lord Bar Emmon, Of the Blacks",M,H,Lord,,Bar Emmon,,Of the Blacks,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2301,Lord Gormon Massey,M,H,Lord,Gormon,Massey,,,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2302,Lord Bartimos Celtigar,M,H,Lord,Bartimos,Celtigar,,,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2303,"Lord Crabb, Of the Blacks",M,H,Lord,,Crabb,,Of the Blacks,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2304,"Lord Tarth, The Evenstar",M,H,Lord,,Tarth,,The Evenstar,The Princess and the Queen,708,N/A,Archmaester Gyldayn
2305,"Lord Roderick Dustin, Roddy the Ruin",M,H,Lord,Roderick,Dustin,,Roddy the Ruin,The Princess and the Queen,709,N/A,Archmaester Gyldayn
2306,"Lord Manderly, Of the Blacks",M,H,Lord,,Manderly,,Of the Blacks,The Princess and the Queen,709,N/A,Archmaester Gyldayn
2307,"Lady Jeyne Arryn, Maiden of the Vale",F,H,Lady,Jeyne,Arryn,,Maiden of the Vale,The Princess and the Queen,709,N/A,Archmaester Gyldayn
2308,Lord Boremund Baratheon,M,H,Lord,Boremund,Baratheon,,,The Princess and the Queen,709,N/A,Archmaester Gyldayn
2309,Lord Borros Baratheon,M,H,Lord,Borros,Baratheon,,,The Princess and the Queen,709,N/A,Archmaester Gyldayn
2310,"Visenya Targaryen, Daughter of Rhaenyra",F,H,,Visenya,Targaryen,,Daughter of Rhaenyra,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2311,"Prince Lucerys Velaryon, Little Luke Strong/Luke",M,H,Prince,Lucerys,Velaryon,,Little Luke Strong/Luke,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2312,"Prince Joffrey Velaryon, Joff",M,H,Prince,Joffrey,Velaryon,,Joff,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2313,"Lord Staunton, Of the Blacks",M,H,Lord,,Staunton,,Of the Blacks,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2314,"Lord Darklyn, Of the Blacks",M,H,Lord,,Darklyn,,Of the Blacks,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2315,Lord Corlys Velaryon,M,H,Lord,Corlys,Velaryon,,,The Princess and the Queen,711,N/A,Archmaester Gyldayn
2316,Prince Maelor Targaryen,M,H,Prince,Maelor,Targaryen,,,The Princess and the Queen,713,N/A,Archmaester Gyldayn
2317,Lady Baela Targaryen,F,H,Lady,Baela,Targaryen,,,The Princess and the Queen,713,N/A,Archmaester Gyldayn
2318,"Princess Rhaena Targaryen, The Black Bride",F,H,Princess,Rhaena,Targaryen,,The Black Bride,The Princess and the Queen,713,N/A,Archmaester Gyldayn
2319,"Lord Tyrell, During the Dance",M,H,Lord,,Tyrell,,During the Dance,The Princess and the Queen,714,N/A,Archmaester Gyldayn
2320,Ser Gwayne Hightower,M,H,Ser,Gwayne,Hightower,,,The Princess and the Queen,717,N/A,Archmaester Gyldayn
2321,Ser Simon Strong,M,H,Ser,Simon,Strong,,,The Princess and the Queen,718,N/A,Archmaester Gyldayn
2322,"Lord Borrell, Of the Blacks",M,H,Lord,,Borrell,,Of the Blacks,The Princess and the Queen,718,N/A,Archmaester Gyldayn
2323,"Lady Rhaena Targaryen, Rhaena of Pentos",F,H,Lady,Rhaena,Targaryen,,Rhaena of Pentos,The Princess and the Queen,719,N/A,Archmaester Gyldayn
2324,Blood,M,H,,,,,Blood,The Princess and the Queen,721,N/A,Archmaester Gyldayn
2325,Cheese,M,H,,,,,Cheese,The Princess and the Queen,721,N/A,Archmaester Gyldayn
2326,"Prince Jaehaerys Targaryen, Son of Aegon II",M,H,Prince,Jaehaerys,Targaryen,,Son of Aegon II,The Princess and the Queen,721,N/A,Archmaester Gyldayn
2327,Princess Jaehaera Targaryen,F,H,Princess,Jaehaera,Targaryen,,,The Princess and the Queen,721,N/A,Archmaester Gyldayn
2328,Lord Owen Costayne,M,H,Lord,Owen,Costayne,,,The Princess and the Queen,722,N/A,Archmaester Gyldayn
2329,"Lord Mullendore, Of the Blacks",M,H,Lord,,Mullendore,,Of the Blacks,The Princess and the Queen,722,N/A,Archmaester Gyldayn
2330,Lord Alan Tarly,M,H,Lord,Alan,Tarly,,,The Princess and the Queen,722,N/A,Archmaester Gyldayn
2331,Lord Thaddeus Rowan,M,H,Lord,Thaddeus,Rowan,,,The Princess and the Queen,722,N/A,Archmaester Gyldayn
2332,"Lord Grimm, Of the Blacks",M,H,Lord,,Grimm,,Of the Blacks,The Princess and the Queen,722,N/A,Archmaester Gyldayn
2333,Lady Jocelyn Targaryen (Baratheon),F,H,Lady,Jocelyn,Targaryen,Baratheon,,The Princess and the Queen,725,N/A,Archmaester Gyldayn
2334,"Denys, Silver Denys",M,H,,Denys,,,Silver Denys,The Princess and the Queen,727,N/A,Archmaester Gyldayn
2335,"Hugh, Hugh the Hammer/Hard Hugh",M,H,,Hugh,,,Hugh the Hammer/Hard Hugh,The Princess and the Queen,728,N/A,Archmaester Gyldayn
2336,"Ulf, Ulf the White/Ulf the Sot",M,H,,Ulf,,,Ulf the White/Ulf the Sot,The Princess and the Queen,728,N/A,Archmaester Gyldayn
2337,"Addam, Of Hull",M,H,,Addam,,,Of Hull,The Princess and the Queen,728,N/A,Archmaester Gyldayn
2338,"Alyn, Of Hull",M,H,,Alyn,,,Of Hull,The Princess and the Queen,729,N/A,Archmaester Gyldayn
2339,"Nettles, Netty",F,H,,Nettles,,,Netty,The Princess and the Queen,730,N/A,Archmaester Gyldayn
2340,Sharako Lohar,M,H,,Sharako,Lohar,,,The Princess and the Queen,730,N/A,Archmaester Gyldayn
2341,Lord Ormund Hightower,M,H,Lord,Ormund,Hightower,,,The Princess and the Queen,732,N/A,Archmaester Gyldayn
2342,"Tom Flowers, Bastard of Bitterbridge",M,H,,Tom,Flowers,,Bastard of Bitterbridge,The Princess and the Queen,732,N/A,Archmaester Gyldayn
2343,Ser Alan Beesbury,M,H,Ser,Alan,Beesbury,,,The Princess and the Queen,732,N/A,Archmaester Gyldayn
2344,"Ser Jon Roxton, Bold Jon Roxton",M,H,Ser,Jon,Roxton,,Bold Jon Roxton,The Princess and the Queen,732,N/A,Archmaester Gyldayn
2345,Lord Walys Mooton,M,H,Lord,Walys,Mooton,,,The Princess and the Queen,734,N/A,Archmaester Gyldayn
2346,Lord Manfryd Mooton,M,H,Lord,Manfryd,Mooton,,,The Princess and the Queen,734,N/A,Archmaester Gyldayn
2347,Ser Luthor Largent,M,H,Ser,Luthor,Largent,,,The Princess and the Queen,736,N/A,Archmaester Gyldayn
2348,"Lord Lefford, Of the Greens",M,H,Lord,,Lefford,,Of the Greens,The Princess and the Queen,738,N/A,Archmaester Gyldayn
